Date,Demographic Group,ONS Code,Org Code,Org Name,Opt Out Rate,Opt-Out Count,Population
19/05/2021,All,E38000170,01V,NHS Southport and Formby CCG,4.377827065,"5,507","125,793"
19/05/2021,All,E38000172,01X,NHS St Helens CCG,3.042103311,"6,070","199,533"
19/05/2021,All,E38000173,05V,NHS Stafford and Surrounds CCG,2.146804310,"3,240","150,922"
19/05/2021,All,E38000174,01W,NHS Stockport CCG,2.760858696,"8,780","318,017"
19/05/2021,All,E38000175,05W,NHS Stoke on Trent CCG,0.999486923,"2,961","296,252"
19/05/2021,All,E38000176,00P,NHS Sunderland CCG,1.156130339,"3,288","284,397"
19/05/2021,All,E38000182,01Y,NHS Tameside and Glossop CCG,6.926245298,"17,438","251,767"
19/05/2021,All,E38000185,07G,NHS Thurrock CCG,5.253230991,"9,609","182,916"
19/05/2021,All,E38000187,02A,NHS Trafford CCG,2.200922822,"5,371","244,034"
19/05/2021,All,E38000188,03Q,NHS Vale of York CCG,2.401365654,"8,792","366,125"
19/05/2021,All,E38000190,03R,NHS Wakefield CCG,2.221951302,"8,566","385,517"
19/05/2021,All,E38000194,02E,NHS Warrington CCG,1.777383206,"3,924","220,774"
19/05/2021,All,E38000197,07H,NHS West Essex CCG,2.845203883,"9,158","321,875"
19/05/2021,All,E38000200,02G,NHS West Lancashire CCG,4.933797787,"5,623","113,969"
19/05/2021,All,E38000201,04V,NHS West Leicestershire CCG,2.088280106,"8,443","404,304"
19/05/2021,All,E38000204,07K,NHS West Suffolk CCG,2.567926928,"6,663","259,470"
19/05/2021,All,E38000205,02H,NHS Wigan Borough CCG,2.578283710,"8,643","335,223"
19/05/2021,All,E38000208,12F,NHS Wirral CCG,6.058778845,"20,498","338,319"
19/05/2021,All,E38000212,13T,NHS Newcastle Gateshead CCG,1.582142857,"8,417","532,000"
19/05/2021,All,E38000215,01H,NHS North Cumbria CCG,1.696500338,"5,551","327,203"
19/05/2021,All,E38000217,14L,NHS Manchester CCG,3.423904693,"23,176","676,888"
19/05/2021,All,E38000220,15E,NHS Birmingham and Solihull CCG,2.774096586,"37,156","1,339,391"
19/05/2021,All,E38000221,15A,NHS Berkshire West CCG,2.181889884,"12,172","557,865"
19/05/2021,All,E38000222,15C,"NHS Bristol, North Somerset and South Gloucestershire CCG",1.821784949,"19,011","1,043,537"
19/05/2021,All,E38000223,14Y,NHS Buckinghamshire CCG,2.609529455,"14,968","573,590"
19/05/2021,All,E38000225,15F,NHS Leeds CCG,1.245005998,"11,178","897,827"
19/05/2021,All,E38000226,02M,NHS Fylde and Wyre CCG,2.929903850,"5,290","180,552"
19/05/2021,All,E38000227,01E,NHS Greater Preston CCG,2.496673711,"5,423","217,209"
19/05/2021,All,E38000228,01K,NHS Morecambe Bay CCG,3.321313612,"11,670","351,367"
19/05/2021,All,E38000229,15M,NHS Derby and Derbyshire CCG,2.047246748,"21,870","1,068,264"
19/05/2021,All,E38000230,15N,NHS Devon CCG,3.722956322,"46,818","1,257,549"
19/05/2021,All,E38000231,92G,"NHS Bath and North East Somerset, Swindon and Wiltshire CCG",2.633126692,"25,519","969,152"
19/05/2021,All,E38000232,36J,NHS Bradford District and Craven CCG,1.704664183,"11,013","646,051"
19/05/2021,All,E38000233,27D,NHS Cheshire CCG,2.555688197,"20,124","787,420"
19/05/2021,All,E38000234,84H,NHS County Durham CCG,1.592842686,"8,893","558,310"
19/05/2021,All,E38000235,97R,NHS East Sussex CCG,2.811374758,"15,834","563,212"
19/05/2021,All,E38000236,18C,NHS Herefordshire CCG,2.435605245,"19,685","808,218"
19/05/2021,All,E38000237,91Q,NHS Kent and Medway CCG,2.402369732,"46,593","1,939,460"
19/05/2021,All,E38000238,71E,NHS Lincolnshire CCG,2.968130368,"23,831","802,896"
19/05/2021,All,E38000239,26A,NHS Norfolk and Waveney CCG,3.397797150,"36,513","1,074,608"
19/05/2021,All,E38000240,93C,NHS North Central London CCG,4.345712596,"73,933","1,701,286"
19/05/2021,All,E38000241,42D,NHS North Yorkshire CCG,2.397125203,"10,393","433,561"
19/05/2021,All,E38000242,78H,NHS Northamptonshire CCG,1.965743189,"15,561","791,609"
19/05/2021,All,E38000243,52R,NHS Nottingham and Nottinghamshire CCG,2.677297980,"29,565","1,104,285"
19/05/2021,All,E38000244,72Q,NHS South East London CCG,3.782487076,"76,441","2,020,919"
19/05/2021,All,E38000245,36L,NHS South West London CCG,3.242466007,"55,451","1,710,149"
19/05/2021,All,E38000246,92A,NHS Surrey Heartlands CCG,3.235257947,"36,041","1,114,007"
19/05/2021,All,E38000247,16C,NHS Tees Valley CCG,1.575495662,"11,214","711,776"
19/05/2021,All,E38000248,70F,NHS West Sussex CCG,2.961922060,"27,022","912,313"
19/05/2021,All,E38000249,M1J4Y,"NHS Bedfordshire, Luton and Milton Keynes CCG",3.151321081,"33,224","1,054,288"
19/05/2021,All,E38000250,D2P2L,NHS Black Country and West Birmingham CCG,1.606295160,"23,967","1,492,067"
19/05/2021,All,E38000251,B2M3M,NHS Coventry and Warwickshire CCG,3.519641983,"36,225","1,029,224"
19/05/2021,All,E38000252,D4U1Y,NHS Frimley CCG,2.481709531,"19,959","804,244"
19/05/2021,All,E38000253,D9Y0V,"NHS Hampshire, Southampton and Isle of Wight CCG",2.156224087,"36,092","1,673,852"
19/05/2021,All,E38000254,X2C4Y,NHS Kirklees CCG,1.999468476,"8,953","447,769"
19/05/2021,All,E38000255,A3A8R,NHS North East London CCG,2.530324489,"57,921","2,289,074"
19/05/2021,All,E38000256,W2U3Z,NHS North West London CCG,2.508927583,"67,054","2,672,616"
19/05/2021,All,E38000257,M2L0M,"NHS Shropshire, Telford and Wrekin CCG",2.062404144,"10,583","513,139"
19/05/2021,All,E40000003,Y56,London,3.182591877,"330,800","10,394,044"
19/05/2021,All,E40000005,Y59,South East,2.526951621,"239,392","9,473,549"
19/05/2021,All,E40000006,Y58,South West,3.008268013,"178,451","5,932,018"
19/05/2021,All,E40000007,Y61,East of England,3.104671821,"217,756","7,013,817"
19/05/2021,All,E40000008,Y60,Midlands,2.284503101,"257,662","11,278,689"
19/05/2021,All,E40000009,Y63,North East and Yorkshire,1.831770587,"166,324","9,079,958"
19/05/2021,All,E40000010,Y62,North West,3.330832494,"254,035","7,626,772"
19/05/2021,All,Unallocated,Unallocated,Unallocated,0,"12,879",
19/05/2021,Female,,,England,2.981176397,"905,203","30,363,953"
19/05/2021,Male,,,England,2.470877671,"752,009","30,434,894"
19/05/2021,Unknown,,,England,0,14,0
26/05/2021,0-9,,,England,1.251852233,"83,114","6,639,282"
26/05/2021,10-19,,,England,1.850176856,"128,132","6,925,392"
26/05/2021,20-29,,,England,2.883445276,"229,768","7,968,523"
26/05/2021,30-39,,,England,3.154728881,"283,285","8,979,694"
26/05/2021,40-49,,,England,2.889958682,"230,275","7,968,107"
26/05/2021,50-59,,,England,2.797221705,"229,674","8,210,790"
26/05/2021,60-69,,,England,3.182684611,"200,564","6,301,724"
26/05/2021,70-79,,,England,4.036738148,"200,111","4,957,245"
26/05/2021,80-89,,,England,3.659762633,"85,546","2,337,474"
26/05/2021,90+,,,England,2.533606467,"12,937","510,616"
26/05/2021,All,,,England,2.768835402,"1,683,420","60,798,847"
26/05/2021,All,E38000006,02P,NHS Barnsley CCG,2.128367898,"5,626","264,334"
26/05/2021,All,E38000007,99E,NHS Basildon and Brentwood CCG,4.030978852,"11,461","284,323"
26/05/2021,All,E38000008,02Q,NHS Bassetlaw CCG,2.869434501,"3,455","120,407"
26/05/2021,All,E38000014,00Q,NHS Blackburn with Darwen CCG,2.840811056,"5,104","179,667"
26/05/2021,All,E38000015,00R,NHS Blackpool CCG,8.825291751,"15,465","175,235"
26/05/2021,All,E38000016,00T,NHS Bolton CCG,3.413624246,"10,833","317,346"
26/05/2021,All,E38000021,09D,NHS Brighton and Hove CCG,2.753746426,"8,938","324,576"
26/05/2021,All,E38000024,00V,NHS Bury CCG,1.947783042,"4,045","207,672"
26/05/2021,All,E38000025,02T,NHS Calderdale CCG,1.968507481,"4,373","222,148"
26/05/2021,All,E38000026,06H,NHS Cambridgeshire and Peterborough CCG,2.119420870,"21,330","1,006,407"
26/05/2021,All,E38000028,04Y,NHS Cannock Chase CCG,1.014014657,"1,374","135,501"
26/05/2021,All,E38000030,99F,NHS Castle Point and Rochford CCG,2.194301607,"4,071","185,526"
26/05/2021,All,E38000034,00X,NHS Chorley and South Ribble CCG,2.215216927,"4,146","187,160"
26/05/2021,All,E38000044,02X,NHS Doncaster CCG,1.083517292,"3,534","326,160"
26/05/2021,All,E38000045,11J,NHS Dorset CCG,4.029725241,"32,731","812,239"
26/05/2021,All,E38000049,06K,NHS East and North Hertfordshire CCG,3.686401420,"22,600","613,064"
26/05/2021,All,E38000050,01A,NHS East Lancashire CCG,1.861455612,"7,290","391,629"
26/05/2021,All,E38000051,03W,NHS East Leicestershire and Rutland CCG,2.055725301,"7,004","340,707"
26/05/2021,All,E38000052,02Y,NHS East Riding of Yorkshire CCG,2.666258743,"8,192","307,247"
26/05/2021,All,E38000053,05D,NHS East Staffordshire CCG,2.252273766,"3,301","146,563"
26/05/2021,All,E38000062,11M,NHS Gloucestershire CCG,2.447497970,"16,337","667,498"
26/05/2021,All,E38000068,01F,NHS Halton CCG,3.475884053,"4,667","134,268"
26/05/2021,All,E38000079,06N,NHS Herts Valley CCG,3.795164358,"25,146","662,580"
26/05/2021,All,E38000080,01D,"NHS Heywood, Middleton and Rochdale CCG",2.879094689,"6,910","240,006"
26/05/2021,All,E38000085,03F,NHS Hull CCG,2.330031851,"7,074","303,601"
26/05/2021,All,E38000086,06L,NHS Ipswich and East Suffolk CCG,2.050333353,"8,534","416,225"
26/05/2021,All,E38000089,11N,NHS Kernow CCG,3.100401254,"18,382","592,891"
26/05/2021,All,E38000091,01J,NHS Knowsley CCG,2.668238193,"4,505","168,838"
26/05/2021,All,E38000097,04C,NHS Leicester City CCG,1.172848139,"4,948","421,879"
26/05/2021,All,E38000101,99A,NHS Liverpool CCG,2.280266235,"12,676","555,900"
26/05/2021,All,E38000106,06Q,NHS Mid Essex CCG,3.793698619,"15,210","400,928"
26/05/2021,All,E38000117,06T,NHS North East Essex CCG,2.469391818,"8,931","361,668"
26/05/2021,All,E38000119,03H,NHS North East Lincolnshire CCG,1.549546803,"2,643","170,566"
26/05/2021,All,E38000122,03K,NHS North Lincolnshire CCG,2.269667349,"4,147","182,714"
26/05/2021,All,E38000126,05G,NHS North Staffordshire CCG,1.411629246,"3,065","217,125"
26/05/2021,All,E38000127,99C,NHS North Tyneside CCG,1.743522237,"3,894","223,341"
26/05/2021,All,E38000130,00L,NHS Northumberland CCG,3.119211252,"10,339","331,462"
26/05/2021,All,E38000135,00Y,NHS Oldham CCG,8.839148193,"23,070","260,998"
26/05/2021,All,E38000136,10Q,NHS Oxfordshire CCG,2.378306604,"18,556","780,219"
